CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST
21001,DELTA HAWK,DH180A4,8,180,0
21100,DIAMOND,AE50R,7,50,0
21960,EMRAX,208,10,55,0
21970,EMRAX,228,10,125,0
21980,EMRAX,268,10,134,0
21990,TURBOTECH,TP-R90,2,130,0
22000,E.N.M.A.,GIV SERIES,1,150,0
23000,CFX,CFX 800,1,85,0
24516,WARNER,28,1,125,0
24517,WARNER,29,1,125,0
24518,WARNER,30,1,125,0
24519,WARNER,40,1,125,0
24520,WARNER,50,1,125,0
24600,EAGLE IVEX,IO-360,8,180,0
24700,ECI,IOX-360,1,188,0
24701,ECI,XO-340,1,185,0
24702,ECI,IOX-340S,1,185,0
24703,ECI,O-340,1,180,0
24704,ECI,IOX320B1L1N4,1,185,0
24705,ECI,OX-340CC,1,80,0
24706,ECI,CC340,1,180,0
24707,ECI,EXPIO360A4B9N,1,180,0
24708,ECI,IO-360,1,210,0
24709,ECI,O360A1A,1,180,0
24711,ENSTROJ,EMRAX 228,10,74,0
24715,ECI,DIO360A1L1N40,1,185,0
24720,JB ENGINES,IOX-360-A1A9N,1,180,0
24751,EPA POWER,SA-R917 SER,8,130,0
25101,EGGENFELLN,E6T,1,220,0
25102,EDGE,EP912STI,8,177,0
25103,EDGE,EPEX 300 TI,8,313,0
25104,EDGE,EP315ECI,8,120,0
25105,EDGE,EP917TI,8,160,0
25902,ENGINE ALL,GP7277,5,0,80290
25903,ENGINE ALL,GP7270,5,0,74735
25904,EVINRUDE,STARFLITE,1,85,0
26001,FAIRCHILD,6-390 SERIES,1,150,0
26002,FAIRCHILD,6-410 SERIES,1,175,0
26003,FAIRCHILD,6-440 SERIES,1,200,0
26004,FAIRCHILD,V-770B SERIES,1,315,0
26005,FAIRCHILD,6-440-C2,1,175,0
26006,FAIRCHILD,6-440-C3,1,180,0
26007,FAIRCHILD,6-440-C4,1,190,0
26008,FAIRCHILD,6-440-C5,1,200,0
26009,FAIRCHILD,SGV-770C SER,1,550,0
26010,FAIRCHILD,FT-101E,4,1000,0
26011,FAIRCHILD,SGV-770-B3,1,420,0
26012,FAIRCHILD,SGV-770-B4,1,450,0
26013,FAIRCHILD,SGV-770-G6,1,500,0
26014,FAIRCHILD,SGV-770-B7,1,520,0
26015,FAIRCHILD,SGV-770C-1,1,520,0
26016,FAIRCHILD,SGV-770C-1B,1,520,0
26017,FAIRCHILD,SGV-770C-1C,1,500,0
26018,FAIRCHILD,SGV-770C-2A,1,550,0
26019,FAIRCHILD,SGV-770C-2C,1,550,0
26020,FAIRCHILD,V-770-6,1,520,0
26021,FAIRCHILD,V-770-11,1,500,0
26022,FAIRCHILD,V-770-15,1,500,0
26023,FAIRCHILD,V-77 0-8,1,550,0
26024,FAIRCHILD,6-390,1,120,0
26025,FAIRCHILD,V-770-SG,1,420,0
26026,FAIRCHILD,6-390-B,1,145,0
26027,FAIRCHILD,6-390-D,1,145,0
26028,FAIRCHILD,6-390-D3,1,150,0
26029,FAIRCHILD,V-770-B4,1,315,0
26030,FAIRCHILD,SGV-770-B5,1,450,0
26031,FAIRCHILD,6-410-B1,1,165,0
26032,FAIRCHILD,6-41-B1A,1,165,0
26033,FAIRCHILD,6-410-B2,1,165,0
26034,FAIRCHILD,6-410-B2A,1,165,0
26035,FAIRCHILD,6-410-B2B,1,165,0
26036,FAIRCHILD,6-410-B3,1,175,0
26136,RANGER,L440-3,8,180,0
26601,FIREWALL F,CAM 100,1,100,0
26701,FORD,CONVERSION,1,60,0
26715,FORD,MODEL A,1,39,0
26800,FIATE,MZ202,7,63,0
27001,FRANKLIN,2A4 SERIES,1,49,0
27002,FRANKLIN,4AC150-40,1,40,0
27003,FRANKLIN,4AC150-50,1,50,0
27004,FRANKLIN,4AC150-A,1,60,0
27005,FRANKLIN,4AC171,1,60,0
27006,FRANKLIN,4AC176B SER,1,65,0
27007,FRANKLIN,4AC176C-D-F,1,80,0
27008,FRANKLIN,4AC199B SER,1,65,0
27009,FRANKLIN,4AC199D&E SER,1,90,0
27010,FRANKLIN,4ACG199H3,1,113,0
27011,FRANKLIN,4A235 SERIES,1,135,0
27012,FRANKLIN,0-425-9,1,245,0
27013,FRANKLIN,SPORT 4B1SER,1,85,0
27014,FRANKLIN,4A4100 SERIES,1,100,0
27015,FRANKLIN,6AC264 SERIES,1,120,0
27016,FRANKLIN,6AC298 SERIES,1,130,0
27017,FRANKLIN,6ACT298 SER,1,130,0
27018,FRANKLIN,4AC-A199B2,1,65,0
27019,FRANKLIN,4AC-199D2,1,85,0
27020,FRANKLIN,6A&6V335 SER,1,210,0
27021,FRANKLIN,4A225 SERIES,1,225,0
27022,FRANKLIN,4AC-199B3,1,65,0
27023,FRANKLIN,6A-350SER,1,235,0
27024,FRANKLIN,6A4150 SERIES,1,150,0
27025,FRANKLIN,6A4165 SERIES,1,165,0
27026,FRANKLIN,6AG4185 SER,1,185,0
27027,FRANKLIN,6A4200 SERIES,1,200,0
27028,FRANKLIN,4AC-199D3,1,85,0
27029,FRANKLIN,4AC-199E2,1,90,0
27030,FRANKLIN,6A8 SERIES,1,215,0
27031,FRANKLIN,4AC-199D3,1,90,0
27032,FRANKLIN,4AC3-199HE,1,113,0
27033,FRANKLIN,6V4 SERIES,1,210,0
27034,FRANKLIN,2A4-49-B2,1,49,0
27035,FRANKLIN,2AL-112-A2,1,49,0
27036,FRANKLIN,6V6 SERIES,1,245,0
27037,FRANKLIN,2A4-65-B2,1,45,0
27038,FRANKLIN,6V6-245-B16F,1,245,0
27039,FRANKLIN,6V-335 SERIES,1,200,0
27040,FRANKLIN,6VS-335 SER,1,240,0
27041,FRANKLIN,220,1,220,0
27042,FRANKLIN,6A-350-C1,1,220,0
27043,FRANKLIN,6V 350 SERIES,1,235,0
27044,FRANKLIN,0-425-1,1,285,0
27045,FRANKLIN,4AC-176-B2,1,65,0
27046,FRANKLIN,4AC-176-B3,1,65,0
27047,FRANKLIN,4AC-176-BA2,1,65,0
27048,FRANKLIN,4AC-176-BA3,1,65,0
27049,FRANKLIN,4AC-176-C2,1,75,0
27050,FRANKLIN,4AC-176-C3,1,75,0
27051,FRANKLIN,4AC-176-D2,1,80,0
27052,FRANKLIN,4AC-176-D3,1,80,0
27053,FRANKLIN,4AC-176-F2,1,80,0
27054,FRANKLIN,4AC-176-F3,1,80,0
27055,FRANKLIN,6AC-298-D2,1,130,0
27056,FRANKLIN,6AC-298-D3,1,130,0
27057,FRANKLIN,6AC-298-E2,1,130,0
27058,FRANKLIN,6AC-298-E3,1,130,0
27059,FRANKLIN,6AC-298-F2,1,130,0
27060,FRANKLIN,6AC-298-F3,1,130,0
27061,FRANKLIN,6V-335-A,1,210,0
27062,FRANKLIN,6ACT-298-J4,1,130,0
27063,FRANKLIN,6ACT-298-J5,1,130,0
27064,FRANKLIN,6ACT-298-M4,1,130,0
27066,FRANKLIN,6AC-264-F3,1,120,0
27067,FRANKLIN,6AC-264-D2,1,110,0
27068,FRANKLIN,6AC-264-D3,1,110,0
27069,FRANKLIN,6A-335-B1,1,180,0
27070,FRANKLIN,O-335,1,150,0
27071,FRANKLIN,6A-350-C2,1,215,0
28001,FUNK,FUNK E,1,63,0
29001,GARRETT,TFE731 SERIES,5,0,3500
29002,GARRETT,ATF 3 SERIES,4,2020,0
29003,GARRETT,TPE331-25A,2,575,0
29004,GARRETT,TPE331-25AA,2,575,0
29005,GARRETT,TPE331-25AB,2,575,0
29006,GARRETT,TPE331-25B,2,575,0
29007,GARRETT,TPE331-25C,2,575,0
29008,GARRETT,TPE331-25D,2,575,0
29009,GARRETT,TPE331-25DA,2,575,0
29010,GARRETT,TPE331-25DB,2,575,0
29011,GARRETT,TPE331-25E,2,575,0
29012,GARRETT,TPE331-25F,2,575,0
29013,GARRETT,TPE331-25FA,2,575,0
29014,GARRETT,TPE331-29A,2,575,0
29015,GARRETT,TPE331-43,2,575,0
29016,GARRETT,TPE331-43-A,2,575,0
29017,GARRETT,TPE331-43-B,2,575,0
29018,GARRETT,TPE331-45,2,575,0
29019,GARRETT,TPE331-47,2,575,0
29020,GARRETT,TPE331-47-A,2,575,0
29021,GARRETT,TPE331-47-B,2,575,0
29022,GARRETT,TPE331-51,2,575,0
29023,GARRETT,TPE331-55,2,575,0
29024,GARRETT,TPE331-55-A,2,575,0
29025,GARRETT,TPE331-55-B,2,575,0
29026,GARRETT,TPE331-57,2,575,0
29027,GARRETT,TPE331-57-B,2,575,0
29028,GARRETT,TPE331-61,2,575,0
29029,GARRETT,TPE331-61-A,2,575,0
29030,GARRETT,TPE331-1,1,665,0
29031,GARRETT,TPE331-1U,2,665,0
29032,GARRETT,TPE331-1UA,2,665,0
29033,GARRETT,TPE331-2,2,715,0
29034,GARRETT,TPE331-2U,2,715,0
29035,GARRETT,TPE331-2UA,2,715,0
29036,GARRETT,TPE331-3,2,840,0
29037,GARRETT,TPE331-3U,2,840,0
29038,GARRETT,TPE331-3UW,2,840,0
29039,GARRETT,TPE331-3W,2,840,0
29040,GARRETT,TPE331-10UA,2,840,0
29041,GARRETT,TPE331-5,2,776,0
29042,GARRETT,TPE331-5A,2,840,0
29043,GARRETT,TPE331-5AB,2,840,0
29044,GARRETT,TPE331-5B,2,776,0
29045,GARRETT,TPE331-5U,2,776,0
29046,GARRETT,TPE331-6,2,750,0
29047,GARRETT,TPE331-6A,2,750,0
29048,GARRETT,TPE331-6U,2,750,0
29049,GARRETT,TPE331-8,2,715,0
29050,GARRETT,TPE331-8A,2,715,0
29051,GARRETT,TPE331-9,2,865,0
29052,GARRETT,TPE331-9U,2,865,0
29053,GARRETT,TPE331-10,2,940,0
29054,GARRETT,TPE331-10A,2,940,0
29055,GARRETT,TPE331-10AV,2,750,0
29056,GARRETT,TPE331-10B,2,940,0
29057,GARRETT,TPE331-10G,2,940,0
29058,GARRETT,TPE331-10GP,2,840,0
29059,GARRETT,TPE331-10GR,2,940,0
29060,GARRETT,TPE331-10GT,2,840,0
29061,GARRETT,TPE331-10J,2,1000,0
29062,GARRETT,TPE331-10N,2,715,0
29063,GARRETT,TPE331-10P,2,776,0
29064,GARRETT,TPE331-10R,2,940,0
29065,GARRETT,TPE331-10T,2,776,0
29066,GARRETT,TPE331-10U,2,940,0
29067,GARRETT,TPE331-10UF,2,940,0
29068,GARRETT,TPE-331-10UG,2,940,0
29069,GARRETT,TPE331-10UGR,2,940,0
29070,GARRETT,TPE331-10UJ,2,1000,0
29071,GARRETT,TPE331-10UK,2,1000,0
29072,GARRETT,TPE331-10UR,2,940,0
29073,GARRETT,TPE331-11U,2,1000,0
29074,GARRETT,TPE331-11UA,2,1000,0
29075,GARRETT,TPE331-12,2,940,0
29076,GARRETT,TPE331-12B,2,1100,0
29077,GARRETT,TPE331-12JR,2,1000,0
29078,GARRETT,TPE331-12UA,2,1100,0
29079,GARRETT,TPE331-6-252B,2,715,0
29080,GARRETT,TPE331-12UER,2,1100,0
29081,GARRETT,TPE331-12UHR,2,1100,0
29082,GARRETT,TSE331-3U,3,800,0
29083,GARRETT,TSE36-1,3,240,0
29084,GARRETT,ATF3-6,5,5440,0
29085,GARRETT,ATF3-6A,5,5440,0
29086,GARRETT,TFE731-2,5,0,3500
29087,GARRETT,TFE731-2A,5,0,3600
29088,GARRETT,TFE731-2B,5,0,3500
29089,GARRETT,TPE331-12UAR,2,1100,0
29090,GARRETT,TFE731-2BR,5,0,3650
29091,GARRETT,TFE731-2C,5,0,3500
29092,GARRETT,TFE731-3,5,0,3700
29093,GARRETT,TFE731-3R,5,0,3880
29094,GARRETT,TFE731-3A,5,0,3700
29095,GARRETT,TFE731-3AR,5,0,3880
29096,GARRETT,TFE731-3B,5,0,3650
29097,GARRETT,TFE731-3BR,5,0,3850
29098,GARRETT,TFE731-3C,5,0,3700
29099,GARRETT,TFE731-3CR,5,0,3880
29100,GARRETT,TFE731-3D,5,0,3700
29101,GARRETT,TFE731-3DR,5,0,3880
29102,GARRETT,TFE731-4,5,0,4080
29103,GARRETT,TFE731-4R,5,0,4080
29104,GARRETT,TFE731-5,5,0,4304
29105,GARRETT,TFE731-5A,5,0,4500
29106,GARRETT,TFE731-5AR,5,0,4500
29107,GARRETT,TFE731-5B,5,0,4750
29108,GARRETT,TFE731-5BR,5,0,4750
29109,GARRETT,TFE731-5R,5,0,4500
29110,GARRETT,TPE331-14A,2,1250,0
29111,GARRETT,TPE331-14B,2,1250,0
29112,GARRETT,TPE331-14F,2,1250,0
29113,GARRETT,TPE331-14GR,2,1650,0
29114,GARRETT,TPE331-14HR,2,1650,0
29115,GARRETT,TPE331-15AW,2,1645,0
29116,GARRETT,TFE731-2-2B,5,0,3500
29117,GARRETT,T-76,2,750,0
29118,GARRETT,TPE331-10 SER,2,940,0
29119,GARRETT,TFE731-2-1C,5,3500,0
29120,GARRETT,TSE331-10UA,3,840,0
30001,GE,CT58,3,1350,0
30002,GE,J85-GE-5A,4,0,3850
30003,GE,TG190B,4,500,0
30004,GE,CJ805-3,4,0,11200
30005,GE,CJ805-23,4,0,15850
30006,GE,CJ610-SER,4,2700,0
30007,GE,JT79 SERIES,4,1580,0
30008,GE,T58 SERIES,3,1350,0
30009,GE,J47 SERIES,4,300,0
30010,GE,CF700 SERIES,5,0,4200
30011,GE,CT58 SERIES,3,1350,0
30012,GE,T64-GE-10,3,2850,0
30013,GE,CJ610-5&6,4,0,2780
30014,GE,CJ610-8&9,4,0,2930
30015,GE,CF34 SERIES,5,0,9140
30016,GE,CFM56 SERIES,5,0,9800
30017,GE,CF6-45A2,5,0,45600
30018,GE,CF6-50 SER,5,0,50000
30019,GE,CT64-820-4,2,3133,0
30020,GE,CF6-6,5,0,40000
30021,GE,CF34-10E5,5,0,18820
30022,GE,CF34-10E5A1,5,0,18820
30023,GE,CF34-10E6,5,0,18820
30024,GE,CF34-10E6A1,5,0,18820
30025,GE,CF6-80 SERIES,5,0,47600
30026,GE,CF700-2C,5,0,4200
30027,GE,CF700-2D,5,0,4325
30028,GE,CF700-2D-2,5,0,4500
30029,GE,T700 SERIES,3,1543,0
30030,GE,CT7 SERIES,3,1560,0
30031,GE,CT7-SER,2,1600,0
30032,GE,700-2D-2,4,0,45000
30033,GE,CF-34-1A,5,0,9140
30034,GE,CJ-610-4,4,0,2850
30035,GE,CJ-610-8A,4,0,2950
30036,GE,GE90-90B,5,0,94000
30037,GE,CJ805-3A,4,0,11200
30038,GE,CJ805-3B,4,0,11650
30039,GE,CJ805-23B,4,0,16100
30040,GE,YF-120,5,5000,0
30041,GE,CJ805-23C,4,0,16100
30042,GE,GE90-76B,5,0,81070
30043,GE,GE90-77B,5,0,81700
30044,GE,GE90-85B,5,0,88870
30045,GE,GE90-94B,5,0,97300
30046,GE,GE90-110B1,5,0,110760
30047,GE,GE90-113B,5,0,113530
30048,GE,GE90-115B,5,0,115540
30049,GE,CF34-8C1,5,0,13790
30050,GE,CF34-8C5,5,0,14510
30051,GE,CF34-8C5A1,5,0,14510
30052,GE,CF34-8C5B1,5,0,13790
30053,GE,CF34-8C5A2,5,0,14510
30054,GE,CF34-8C5A3,5,0,14510
30055,GE,CF34-8D1,5,0,13830
30056,GE,CF34-8D3,5,0,14240
30057,GE,CF34-8D5,5,0,14470
30058,GE,CF34-8D6,5,0,14470
30059,GE,CF34-8E2,5,0,13300
30060,GE,CF34-8E2A1,5,0,13300
30061,GE,CF34-8E5,5,0,14510
30062,GE,CF34-8E5A1,5,0,14510
30063,GE,CF34-8E5A2,5,0,14510
30064,GE,CF34-8E6,5,0,14050
30065,GE,CF34-8E6A1,5,0,14050
30066,GE,CF34-3A,5,0,9220
30067,GE,CF34-3A2,5,0,9220
30068,GE,CF34-3A1,5,0,9220
30069,GE,CF34-3B,5,0,9220
30070,GE,CF34-3B1,5,0,9220
30071,GE,CF6-80E1A1,5,0,63290
30072,GE,CF6-80E1A2,5,0,64530
30073,GE,CF6-80E1A4,5,0,66870
30074,GE,CF6-80E1A3,5,0,68530
30075,GE,CF6-80E1A4/B,5,0,68530
30076,GE,CF6-6D,5,0,39300
30077,GE,CF6-6D1,5,0,40300
30078,GE,CF6-6D1A,5,0,40900
30079,GE,CF6-6K,5,0,39300
30080,GE,CF6-6K2,5,0,40900
30081,GE,CF6-50A,5,0,48400
30082,GE,CF6-50C,5,0,50400
30083,GE,CF6-50CA,5,0,50400
30084,GE,CF6-50C1,5,0,51800
30085,GE,CF6-50C2,5,0,51800
30086,GE,CF6-50C2D,5,0,51800
30087,GE,CF6-50E,5,0,51800
30088,GE,CF6-50E1,5,0,51800
30089,GE,CF6-50E2,5,0,51800
30090,GE,CF6-50C2B,5,0,53200
30091,GE,CF6-50E2B,5,0,53200
30092,GE,CF6-45A,5,0,45600
30093,GE,CF6-80A,5,0,46930
30094,GE,CF6-80A1,5,0,46990
30095,GE,CF6-80A2,5,0,48670
30096,GE,CF6-80A3,5,0,48970
30097,GE,CF6-80C2A1,5,0,57860
30098,GE,CF6-80C2A2,5,0,52460
30099,GE,CF6-80C2B1,5,0,55980
30100,GE,CF6-80C2B4,5,0,57180
30101,GE,CF6-80C2A3,5,0,58950
30102,GE,CF6-80C2B2,5,0,51950
30103,GE,CF6-80C2B6,5,0,60070
30104,GE,CF6-80C2A5,5,0,60100
30105,GE,CF6-80C2A8,5,0,57860
30106,GE,CF6-80C2B1F,5,0,57160
30107,GE,CF6-80C2B2F,5,0,52010
30108,GE,CF6-80C2B4F,5,0,57280
30109,GE,CF6-80C2B6F,5,0,60030
30110,GE,CF6-80C2D1F,5,0,60690
30111,GE,CF6-80C2B1F1,5,0,60030
30112,GE,CF6-80C2B3F,5,0,52010
30113,GE,CF6-80C2A5F,5,0,60100
30114,GE,CF6-80C2B7F,5,0,60030
30115,GE,CF6-80C2B1F2,5,0,60030
30116,GE,CF6-80C2B6FA,5,0,60030
30117,GE,CF6-80C2B5F,5,0,60030
30118,GE,CF6-80C2B8F,5,0,60030
30119,GE,CF6-80C2L1F,5,0,51250
30120,GE,CJ610-1,4,0,2850
30121,GE,CJ610-5,4,0,2950
30122,GE,CJ610-6,4,0,2950
30123,GE,CJ610-8,4,0,3100
30124,GE,CJ610-9,4,0,3100
30125,GE,CT58-100-2,3,1050,0
30126,GE,CT58-110-1,3,1250,0
30127,GE,CT58-110-2,3,1250,0
30128,GE,CT58-140-1,3,1400,0
30129,GE,CT58-140-2,3,1400,0
30130,GE,CT7A-2A,3,1625,0
30131,GE,CT7-2D,3,1625,0
30132,GE,CT7-2D1,3,1625,0
30133,GE,CT7-6,3,2000,0
30134,GE,CT7-6A,3,2000,0
30135,GE,CT7-8,3,2520,0
30136,GE,CT7-8A,3,2520,0
30137,GE,CT7-8A5,3,2634,0
30138,GE,CT7-8B,3,2529,0
30139,GE,CT7-8B5,3,2609,0
30140,GE,CT7-8E,3,2527,0
30141,GE,CT7-8E5,3,2608,0
30142,GE,CT7-8F,3,2474,0
30143,GE,CT7-8F5,3,2603,0
30144,GE,CT7-5A2,2,1735,0
30145,GE,CT7-5A3,2,1665,0
30146,GE,CT7-7A,2,1700,0
30147,GE,CT7-7A1,2,1700,0
30148,GE,CT7-9B,2,1750,0
30149,GE,CT7-9C,2,1750,0
30150,GE,CT7-9C3,2,1750,0
30151,GE,CT7-9B1,2,1750,0
30152,GE,CT7-9B2,2,1750,0
30153,GE,CT7-9D,2,1750,0
30154,GE,CT7-9D2,2,1750,0
30155,GE,T700-GE-701D,3,1994,0
30156,GE,T58-GE-402,3,1500,0
30157,GE,T700-GE-401C,3,1880,0
30158,GE,CT7,3,1700,0
30159,GE,T64-GE-413,3,3925,0
30160,GE,T64-GE-416,3,4380,0
30161,GE,J79-J1E,4,0,18750
30162,GE,J85-5H,4,0,3850
30163,GE,GENX SERIES,5,0,56300
30164,GE,CF34-10E7 SER,5,0,20360
30165,GE,GENX-2B67B,5,0,67400
30166,GE,CF34-3,5,0,9220
30167,GE,T58-GE-8B,3,1250,0
30168,GE,T700-GE-700,3,1561,0
30169,GE,T700-GE-701,3,1696,0
30170,GE AV,H80-100,2,800,0
30171,GE AV,M601E-11,2,751,0
30172,GE AV,M601E-11S,2,751,0
30173,GE AV,M601E-11A,2,705,0
30174,GE AV,M601E-11AS,2,705,0
30175,GE AV,M601F,2,777,0
30176,GE AV,M601D-11,2,604,0
30177,GE AV,H80,2,800,0
30178,GE AV,H80-200,2,800,0
30179,GE,T64-GE-419,3,4750,0
30180,GE AVN CZ,H75-100,2,751,0
30181,MCCULLOCH,4318 SERIES,1,72,0
30182,GE,H75-200,2,850,0
30183,GE,CT7-8A7,3,2685,0
30184,GE,CT7-2A,3,1625,0
30185,GE,F-404-GE-102,5,0,17700
30186,GE,F-404-GE-102B,5,0,17700
30187,GE,F404-GE-102D,5,0,17700
30188,GE,F110-GE-129E,5,0,29500
30189,GE,J79-11B,4,0,15600
30190,GE,YT706-GE-700,3,2638,0
30191,GE,J85-17A,4,0,2850
30195,GE,GE PASSPORT20,5,0,18920
30199,GE,J85 SER,4,0,2950
30200,GE HONDA,HF-120,5,0,2050
30201,GE,GE90 SERIES,5,0,81000
30204,GESCHWENDE,GFV-8-3,1,500,0
30205,GE,GE9X SERIES,5,0,105000
30210,GE,GENX-1B54,5,0,57400
30211,GE,GENX-1B58,5,0,61000
30212,GE,GENX-1B64,5,0,67000
30213,GE,GENX-1B67,5,0,69400
30214,GE,GENX-1B70,5,0,72300
30215,GE,GENX-1B54/P1,5,0,57400
30216,GE,GENX-1B58/P1,5,0,61000
30217,GE,GENX-1B64/P1,5,0,67000
30218,GE,GENX-1B67/P1,5,0,69400
30219,GE,GENX-1B70/P1,5,0,72300
30220,GE,GENX-1B70/72/,5,0,72300
30221,GE,GENX-1B70/75/,5,0,72300
30222,GE,GENX-1B74/75/,5,0,76700
30223,GE,GENX-1B75/P1,5,0,77600
30224,GE,GENX-1B54/P2,5,0,57400
30225,GE,GENX-1B58/P2,5,0,61000
30226,GE,GENX-1B64/P2,5,0,67000
30227,GE,GENX-1B67/P2,5,0,69400
30228,GE,GENX-1B70/P2,5,0,72300
30231,GE,GENX-1B76A/P2,5,0,68600
30232,GE,GENX-1B75/P2,5,0,77600
30233,GE,GENX-1B78/P2,5,0,80400
30234,GE,GENX-2B67,5,0,67400
30235,GE,GENX-2B67/P,5,0,67400
30238,GE,GENX-1B76/P2,5,0,78500
30239,GE,T700-GE-701C,3,1890,0
30240,GE,1300-CS1A,2,1300,0
30241,GE,T701 SERIES,3,2000,0
30242,GE,J85-21C,4,0,3600
30243,GE,PASSPORT 20,5,0,17325
30800,GLADDEN,C-5,1,210,0
30801,GLADDEN,B-5,1,125,0
30802,GLADDEN,B-54,1,125,0
30803,GLADDEN,R-440-1,1,132,0
30804,GLADDEN,R-440-3,1,132,0
30805,GLADDEN,R-55,1,160,0
30806,GLADDEN,R-56,1,160,0
30807,GLADDEN,R-540-1,1,160,0
30808,GLADDEN,R-540-2,1,160,0
30809,GLADDEN,R-5 SERIES 2,1,160,0
30900,GM,ECO TEC 2.4L,1,182,0
30901,GM,LS1,1,345,0
30902,GM,LS6,1,385,0
30904,GM,CORVAIR,1,180,0
30905,GM,LS3,1,430,0
30906,GM,LS376,1,495,0
31001,GEIGER,HPD16,10,20,0
31004,GNOME,ROTARY,1,160,0
31100,G & N,IO-320-GNX,1,160,0
31132,GE,J-79-15A,4,4000,0
31500,GREATPLAIN,GREATPLAIN VW,1,100,0
31501,GREATPLAIN,2180CC VW,1,76,0
31502,GREATPLAIN,2276GP,1,76,0
31503,GREATPLAIN,2276CC,1,76,0
31532,GE,PASSPRT 20-19,5,0,18920
31600,GROB,2500 E 1,1,80,0
31701,GULF COAST,W670240,1,240,0
31801,HAPI,60,8,60,0
31898,HARLEY DAV,TWIN CAM 88B,1,80,0
32501,HEATH AVN,B4,1,25,0
32510,HERBRANDSE,DYAD-370 SERI,7,65,0
33400,HONEYWELL,AS907-2-1G,5,0,7765
33401,HONEYWELL,AS907-2-1A,5,0,7530
33402,HONEYWELL,AS907-3-1E,5,0,7638
33403,HONEYWELL,AS907-2-1S,5,0,6826
33501,HILLER,8RJ2B,1,4,0
33700,SCHEMP HIR,FES-DIS-M100,10,30,0
33701,HIRTH,HM 504,1,100,0
33702,HIRTH,3701,7,100,0
33703,HIRTH,2706,7,65,0
33704,HIRTH,2704,7,40,0
33705,HIRTH,FES VEN M100,7,31,0
33706,HIRTH,3702,7,84,0
33707,SCHEMP HIR,FES-DUO-M 100,10,30,0
33710,HIRTH,F10,1,26,0
33720,HIRTH,F20,1,23,0
33721,HIRTH,F-23,7,50,0
33723,HIRTH,2703,7,55,0
33729,HIRTH,2701,1,45,0
33730,HIRTH,F30,7,80,0
33731,HIRTH,3202,7,270,0
33732,HIRTH,2706,7,270,0
33733,HIRTH,3203,7,65,0
33734,HIRTH,3500 SER,1,270,0
33735,HIRTH,2702,7,40,0
33736,HIRTH,2705,7,65,0
33737,HIRTH,F-33,7,28,0
33738,HIRTH,3003,7,110,0
33740,HIRTH,4201,7,15,0
33777,HKS,700E,8,60,0
33778,HKS,700T,8,80,0
33795,HONDA,VTECH,8,135,0
33797,HONDA,GS190,7,5,0
33798,HONDA,1.5L GDI,8,174,0
33799,HONDA,VIKING 130,8,130,0
33800,HONDA,GX-35,8,1,0
33801,HONDA,J35A,1,240,0
33802,HONDA,CIVIC,1,75,0
33803,HONDA,VIKING,1,110,0
33804,HONDA,J35L6,1,245,0
33805,HONDA,CX500,1,60,0
33806,HONEYWELL,TPE331-12JR,2,1000,0
33807,HONEYWELL,TPE331-12UA,2,1100,0
33808,HONEYWELL,TPE331-12UAR,2,1100,0
33809,HONEYWELL,TPE331-12UER,2,1100,0
33810,HONEYWELL,TPE331-12UHR,2,1100,0
33811,HONEYWELL,TSE331-3U,3,800,0
33812,HONEYWELL,HTS-900,3,970,0
33813,HONEYWELL,TSE36-1,3,240,0
33814,HONEYWELL,T5307A,2,1100,0
33815,HONEYWELL,ATF3-6,5,5440,0
33816,HONEYWELL,ATF3-6A,5,5440,0
33817,HONEYWELL,LTS101-600A-2,3,615,0
33818,HONEYWELL,LTS101-600A-3,3,615,0
33819,HONEYWELL,LTS101-600A3A,3,650,0
33820,HONEYWELL,LTS101-650B-1,3,550,0
33821,HONEYWELL,LTS101-650B1A,3,600,0
33822,HONEYWELL,LTS101-650C-2,3,628,0
33823,HONEYWELL,LTS101-650C-3,3,630,0
33824,HONEYWELL,LTS101-650C3A,3,630,0
33825,HONEYWELL,LTS101-700D-2,3,732,0
33826,HONEYWELL,LTS101-750B-1,3,550,0
33827,HONEYWELL,LTS101-750B-2,3,690,0
33828,HONEYWELL,LTS101-750C-1,3,684,0
33829,HONEYWELL,LTS101-850B-2,3,780,0
33830,HONEYWELL,TFE731-2,5,0,3500
33831,HONEYWELL,TFE731-2A,5,0,3600
33832,HONEYWELL,TFE731-2B,5,0,3500
33833,HONEYWELL,TFE731-2BR,5,0,3650
33834,HONEYWELL,TFE731-2C,5,0,3500
33835,HONEYWELL,TFE731-3,5,0,3700
33836,HONEYWELL,TFE731-3R,5,0,3880
33837,HONEYWELL,TFE731-3A,5,0,3700
33838,HONEYWELL,TFE731-3AR,5,0,3880
33839,HONEYWELL,TFE731-3B,5,0,3650
33840,HONEYWELL,TFE731-3BR,5,0,3850
33841,HONEYWELL,TFE731-3C,5,0,3700
33842,HONEYWELL,TFE731-3CR,5,0,3880
33843,HONEYWELL,TFE731-3D,5,0,3700
33844,HONEYWELL,TFE731-3DR,5,0,3880
33845,HONEYWELL,TFE731-4,5,0,4080
33846,HONEYWELL,TFE731-4R,5,0,4080
33847,HONEYWELL,TFE731-5,5,0,4304
33848,HONEYWELL,TFE731-5A,5,0,4500
33849,HONEYWELL,TFE731-5AR,5,0,4500
33850,HONEYWELL,TFE731-5B,5,0,4750
